cg00000734,CNBP
cg14552882,RUNX1T1
cg14553895,PIK3CA
cg14554157,BCL11A
cg14554244,NOTCH1
cg14555350,ARHGAP26
cg14556189,SMAD3
cg14557185,WWTR1
cg14557227,SLC45A3
cg14557268,NF1
cg14558716,ATF1
cg14561530,PRDM16
cg14562081,TCF7L2
cg14562086,COL1A1
cg14564332,TSC1
cg14564722,FOXP1
cg14564778,GNAS
cg14567489,SDC4
cg14567798,ABL1
cg14569576,NR4A3
cg14570652,NOTCH1
cg14570838,FLI1
cg14572252,MECOM
cg14572728,PTCH1
cg14572758,LASP1
cg14573876,MAP2K2
cg14574369,NAB2
cg14576128,ERC1
cg14578355,ABL1
cg14585700,PAX5
cg14587902,BRD3
cg14590677,HMGA1
cg14592260,DDX10
cg14595930,TERT
cg14596967,ZBTB16
cg14596987,PTCH1
cg14597361,ETNK1
cg14597598,NRG1
cg14598943,NRG1
cg14601357,PTK6
cg14601444,DCTN1
cg14604474,PHF6
cg14604802,BCL2
cg14612294,PBX1
cg14613479,ARID1B
cg14614403,MLLT3
cg14615609,TRIM27
cg14618411,NCOA2
cg14618923,FOXO3
cg14620184,ALK
cg14622330,DAXX
cg14626678,EIF4A2
cg14633298,TRIM27
cg14634918,SND1
cg14635415,CDK6
cg14637027,SRC
cg14640386,RABEP1
cg14641315,RB1
cg14647640,TERT
cg14654082,CAMTA1
cg14656774,NCOA2
cg14659545,NFE2L2
cg14659678,ARID2
cg14659814,PRDM16
cg14660839,FLT3
cg14662728,NRG1
cg14663022,SS18
cg14663065,CTNNB1
cg14663451,NRG1
cg14665389,TCF7L2
cg14665629,ARHGAP26
cg14666397,RUNX1T1
cg14667731,TRIM27
cg14678084,SND1
cg14680768,STAG2
cg14685946,ACSL3
cg14688342,EGFR
cg14689355,ACVR2A
cg14691963,WWTR1
cg14693090,ETV6
cg14700325,COL1A1
cg14700841,TRIM27
cg14701554,NUMA1
cg14705010,NUMA1
cg14705308,NFE2L2
cg14705919,SETD2
cg14712575,PRDM16
cg14712846,WHSC1L1
cg14722509,NPM1
cg14723307,SH3GL1
cg14725719,RET
cg14728071,MLLT10
cg14729071,RAD21
cg14729855,HMGA1
cg14732699,MYC
cg14732852,MEN1
cg14733048,RSPO2
cg14733725,FGFR1
cg14737296,POLE
cg14737332,TCF7L2
cg14737507,NCOA2
cg14737592,DDIT3
cg14744768,MET
cg14746369,DAXX
cg14746884,CDX2
cg14750501,CCNE1
cg14752598,CTNNB1
cg14755019,PHOX2B
cg14755831,CLTCL1
cg14761019,PRDM16
cg14771313,FOXP1
cg14772439,HLA-A
cg14772913,IDH1
cg14774677,HIP1
cg14776016,KDSR
cg14776578,KIF5B
cg14777574,TAF15
cg14777772,PDGFRA
cg14778348,ARHGAP26
cg14781242,LCK
cg14781541,SFPQ
cg14781667,TRIM27
cg14782437,CCND2
cg14783285,ZNF521
cg14783639,TERT
cg14784847,GATA2
cg14787260,STAT5B
cg14790772,CDC73
cg14793430,TERT
cg14793844,AFF3
cg14794741,CAMTA1
cg14795708,RPL5
cg14796107,HIP1
cg14797990,TAL2
cg14798514,SMARCA4
cg14803009,MSH2
cg14807303,AR
cg14815005,MAPK1
cg14822696,ASPSCR1
cg14825408,MAP2K4
cg14826624,PAX7
cg14829066,NTRK3
cg14830166,ETV6
cg14831539,PAX7
cg14831950,PAX7
cg14832352,COL1A1
cg14834653,FGFR2
cg14834893,CCND2
cg14835484,TPM3
cg14836248,CAMTA1
cg14840351,ALK
cg14840612,PAX7
cg14841011,PRDM16
cg14841628,SPEN
cg14841828,BCL11B
cg14841875,ATP1A1
cg14843030,LCK
cg14843831,FOXP1
cg14843888,CACNA1D
cg14843922,OLIG2
cg14846293,AXIN2
cg14846368,SFRP4
cg14847626,NCOR2
cg14849556,NCOA1
cg14851263,MYO5A
cg14851949,ARID1A
cg14851963,HMGA1
cg14852736,PRDM16
cg14854718,MTOR
cg14856220,FGFR2
cg14857024,HMGA2
cg14861089,TLX1
cg14861298,SDHA
cg14862864,PTPRK
cg14867569,NKX2-1
cg14872260,PDGFRA
cg14872731,CCND1
cg14889643,BCL2
cg14890631,HOOK3
cg14890922,TRRAP
cg14893857,HSP90AA1
cg14897263,UBR5
cg14898623,NCOR2
cg14905577,ALK
cg14906390,ZBTB16
cg14906687,ARID1B
cg14909906,KDSR
cg14910241,TGFBR2
cg14910283,DAXX
cg14913181,CAMTA1
cg14914982,CCND2
cg14917512,GNA11
cg14917846,SH3GL1
cg14921903,ERG
cg14922886,HOXA13
cg14926149,ACVR2A
cg14926258,RSPO2
cg14926439,NF2
cg14930754,CASP8
cg14931118,ERBB4
cg14931586,PICALM
cg14932952,LPP
cg14933257,ATIC
cg14933266,NF1
cg14934242,JAK3
cg14935025,CARS
cg14935343,CCND3
cg14938181,MSI2
cg14941031,CNBP
cg14941226,AFF3
cg14945696,PBRM1
cg14950165,NUP98
cg14951136,NCOR2
cg14958080,TERT
cg14958947,TERT
cg14958951,NFE2L2
cg14961988,MED12
cg14962032,CASP8
cg14966901,PRDM16
cg14967393,IL6ST
cg14969646,PRDM16
cg14970340,PPFIBP1
cg14971574,ERC1
cg14982276,TMPRSS2
cg14983529,MECOM
cg14986314,KIF5B
cg14986476,BCL11A
cg14987175,ARID1B
cg14987922,STRN
cg14988083,FGFR3
cg14990368,PHF6
cg14991358,PRCC
cg14991718,TFG
cg14996810,HNF1A
cg14998896,MAP3K13
cg14998917,ETNK1
cg14999934,SH3GL1
cg15001381,AXIN1
cg15001431,DDX10
cg15001633,UBR5
cg15001636,SMARCA4
cg15007448,WHSC1
cg15011209,RAF1
cg15013019,LYL1
cg15015143,ARHGAP26
cg15018122,TCF7L2
cg15020645,APC
cg15021292,PIK3R1
cg15021531,DDIT3
cg15023858,MITF
cg15025536,CARD11
cg15028899,ARHGEF12
cg15029878,RBM10
cg15029935,CRTC3
cg15032025,TERT
cg15032638,NCOA4
cg15035278,PRDM16
cg15036157,VHL
cg15038286,GATA2
cg15038331,PML
cg15039826,BCOR
cg15042310,BCOR
cg15043384,WWTR1
cg15043723,GATA3
cg15043989,CLTCL1
cg15048700,LPP
cg15049101,FGFR2
cg15049358,RAF1
cg15049402,DCTN1
cg15050577,ARID1A
cg15055395,DDIT3
cg15059176,PRDM16
cg15059513,RBM15
cg15060929,SS18
cg15061086,CAMTA1
cg15062795,ETV6
cg15063687,CAMTA1
cg15065169,PRDM16
cg15066992,ATF1
cg15067687,SND1
cg15070677,DAXX
cg15074930,PBX1
cg15076869,MAP2K2
cg15079326,RBM15
cg15082028,PAX7
cg15082498,JAK1
cg15084433,SND1
cg15085427,ARID2
cg15085899,NCOR2
cg15087520,LPP
cg15089620,ARHGAP26
cg15090440,PRDM16
cg15091323,BCL11A
cg15091747,RUNX1
cg15093402,BCL9
cg15096815,JUN
cg15107884,MYD88
cg15108060,RB1
cg15108410,COL2A1
cg15109571,SUFU
cg15115055,PRDM16
cg15116327,LCK
cg15118447,EZR
cg15120525,LPP
cg15121959,PRDM16
cg15122327,GNAS
cg15126273,FLT3
cg15129144,EPAS1
cg15130433,EZR
cg15131848,LPP
cg15132559,RAF1
cg15133344,BCOR
cg15134033,GRIN2A
cg15134482,TRRAP
cg15134919,PDE4DIP
cg15135176,PRDM16
cg15135704,SPEN
cg15135842,FHIT
cg15135999,ATR
cg15138883,FEV
cg15143809,ARHGEF12
cg15144888,KCNJ5
cg15148757,AFF1
cg15150970,DNMT3A
cg15153957,AKT2
cg15156029,PRDM16
cg15156614,JUN
cg15167841,NUMA1
cg15168000,MAML2
cg15169943,NCOA2
cg15171154,TGFBR2
cg15181393,SND1
cg15190383,CRTC1
cg15193596,HOOK3
cg15195495,FSTL3
cg15201399,TRIM27
cg15202245,MAP2K1
cg15204119,KEAP1
cg15205507,ZNF331
cg15210817,CSF3R
cg15211499,CAMTA1
cg15213210,PAX7
cg15213399,LPP
cg15214366,CDX2
cg15214567,U2AF1
cg15219433,IL6ST
cg15222215,GNAS
cg15232319,SH3GL1
cg15232971,CCDC6
cg15233183,TPM4
cg15233880,CCND1
cg15238012,FHIT
cg15241316,BCL11A
cg15242225,RUNX1
cg15243721,EML4
cg15249119,NCOR2
cg15249639,CCND2
cg15252509,MALT1
cg15254238,TET1
cg15256387,ETV1
cg15261712,CDK6
cg15262325,ARID1B
cg15263723,RNF213
cg15264083,CCND2
cg15265970,NCOR2
cg15267232,GATA3
cg15267345,VHL
cg15270950,TGFBR2
cg15271813,WWTR1
cg15278102,POU5F1
cg15280188,ASPSCR1
cg15283498,FOXO3
cg15285733,GAS7
cg15291273,ATR
cg15291914,EPAS1
cg15292599,MAPK1
cg15299832,OLIG2
cg15302376,DNMT3A
cg15307022,DDX10
cg15309045,SETBP1
cg15309862,FOXO4
cg15314890,BCOR
cg15315385,WT1
cg15316118,POU5F1
cg15317221,ABI1
cg15319255,HLA-A
cg15320596,CCDC6
cg15321288,FGFR1
cg15322230,BCOR
cg15325875,TLX1
cg15330584,CCND1
cg15336196,SETBP1
cg15338041,LPP
cg15348972,CCND2
cg15350455,C2orf44
cg15350899,BCL9L
cg15355298,MSH6
cg15356502,PHF6
cg15356966,LMO2
cg15357022,PRDM16
cg15357661,RBM15
cg15362955,BCL6
cg15364355,SND1
cg15366127,BCOR
cg15366555,DCTN1
cg15368044,ARHGAP26
cg15374133,FAT1
cg15375327,FOXO3
cg15380607,TNFAIP3
cg15381475,RAC1
cg15381769,PTPRK
cg15383072,RAD21
cg15385589,PRDM16
cg15385853,PRDM16
cg15386377,LIFR
cg15386853,PRDM16
cg15390554,PRDM16
cg15390741,EPS15
cg15390816,NCOR2
cg15391425,PRDM16
cg15391433,TRRAP
cg15391834,GNAS
cg15392269,SETBP1
cg15393676,NDRG1
cg15394142,HMGA2
cg15394911,ZNF331
cg15394998,FAT1
cg15402232,PDGFB
cg15405931,PPP2R1A
cg15408180,DDX3X
cg15417641,CACNA1D
cg15417654,LPP
cg15421087,CTNNB1
cg15423781,LPP
cg15425670,EML4
cg15431703,NRG1
cg15434599,MDM2
cg15435765,COL1A1
cg15436606,AFF1
cg15437457,ERC1
cg15438211,ASPSCR1
cg15440402,KTN1
cg15442702,FGFR4
cg15446391,WT1
cg15447017,LMNA
cg15447479,SMO
cg15449049,MITF
cg15455156,CDKN1B
cg15456502,FLT3
cg15460531,CUX1
cg15460793,RET
cg15461413,PTK6
cg15465092,MYC
cg15465823,COL2A1
cg15472885,FOXP1
cg15473186,CACNA1D
cg15477011,FOXP1
cg15479139,HIST1H3B
cg15480357,ATR
cg15481472,EZR
cg15484244,NIN
cg15484597,CAMTA1
cg15485665,SPOP
cg15486282,SFPQ
cg15488009,FSTL3
cg15488251,MYH11
cg15491247,PRDM16
cg15497991,NFATC2
cg15500320,JUN
cg15503799,PRCC
cg15505198,PRDM16
cg15505287,PAX7
cg15506609,HOXA9
cg15517847,FOXO1
cg15519786,PRDM16
cg15521790,MAML2
cg15531814,KLK2
cg15535686,ATM
cg15538418,H3F3B
cg15542784,PHOX2B
cg15542924,QKI
cg15543167,RAD21
cg15543523,ESR1
cg15543566,PTPN13
cg15544071,LIFR
cg15545827,ZNF331
cg15553911,CNOT3
cg15556558,STRN
cg15556723,FOXP1
cg15558299,ELK4
cg15564000,TRIM33
cg15568960,NTRK3
cg15570148,FHIT
cg15574461,SRC
cg15576233,HEY1
cg15576576,ZNF331
cg15576859,FAM46C
cg15576869,IKZF1
cg15582311,SFPQ
cg15582707,CAMTA1
cg15583349,DAXX
cg15598650,FGFR2
cg15600935,CUX1
cg15602741,CARD11
cg15605124,PRDM16
cg15607708,ZNF331
cg15609069,ARID1B
cg15611413,HOXC13
cg15613012,TRIM27
cg15613534,FLT3
cg15615829,MAP2K4
cg15617537,PTPRC
cg15618758,ARID1B
cg15619820,PRDM16
cg15622891,QKI
cg15624624,TCF7L2
cg15625092,CUX1
cg15626350,ESR1
cg15626828,PTPRC
cg15627188,BCOR
cg15627464,NCOR2
cg15629064,TRIM27
cg15631690,CDKN2C
cg15632808,MSI2
cg15634032,CYLD
cg15635483,ERBB4
cg15635503,SMARCA4
cg15638239,CARD11
cg15641565,PRDM16
cg15642534,CAMTA1
cg15643574,PICALM
cg15644970,PRDM16
cg15648859,NCOR2
cg15654127,POT1
cg15655138,PIM1
cg15658543,CARD11
cg15658931,TRIM27
cg15659347,ERC1
cg15661337,KDSR
cg15661389,GAS7
cg15664504,LRP1B
cg15664943,GAS7
cg15665968,U2AF1
cg15673616,CUX1
cg15673731,LMNA
cg15674575,FAM46C
cg15676203,KEAP1
cg15676371,FGFR4
cg15683356,ZNF331
cg15684811,JUN
cg15685834,PAX7
cg15689154,PIM1
cg15690379,PBRM1
cg15690525,PREX2
cg15690696,ARHGEF12
cg15692229,EGFR
cg15697036,FGFR3
cg15699386,MUC1
cg15701203,AKT2
cg15704988,STAT3
cg15711740,XPO1
cg15712267,DNAJB1
cg15713809,RNF213
cg15722404,PPARG
cg15723784,SMAD3
cg15724876,TGFBR2
cg15725046,MTOR
cg15726318,NCOA2
cg15727188,PRDM16
cg15731152,ZNF384
cg15731920,LASP1
cg15732164,CDK6
cg15735664,ASPSCR1
cg15743907,PDE4DIP
cg15743922,ZNF521
cg15745900,PREX2
cg15749141,CREB1
cg15755348,CUX1
cg15760943,ETV5
cg15763258,FLI1
cg15766595,TRIM27
cg15770446,CUX1
cg15775872,NFATC2
cg15775921,PAX3
cg15783349,TFEB
cg15787744,NFKBIE
cg15788149,MET
cg15791105,COL2A1
cg15791248,FGFR1
cg15795630,FAT4
cg15797414,HIST1H3B
cg15798855,TFEB
cg15799109,SMAD3
cg15799967,AKT2
cg15801573,MYC
cg15803221,RARA
cg15807455,TCF7L2
cg15809387,NF2
cg15810859,SND1
cg15813427,WHSC1
cg15813673,ZBTB16
cg15814898,JAK2
cg15814923,PRKACA
cg15815948,FAT1
cg15818632,PRDM16
cg15822795,LRIG3
cg15823330,PRDM16
cg15824062,GPHN
cg15824080,TAF15
cg15824312,FUBP1
cg15826273,ERBB3
cg15827554,EML4
cg15828085,CCNE1
cg15830509,HOXC11
cg15833843,HLF
cg15835232,HLF
cg15835792,NRG1
cg15837913,CD274
cg15840039,AR
cg15840256,FIP1L1
cg15842502,RB1
cg15843262,DNMT3A
cg15843572,POLE
cg15844381,PRKACA
cg15847604,ETV6
cg15847896,BTK
cg15862358,WIF1
cg15865175,BRCA2
cg15871371,FOXP1
cg15877196,BCL3
cg15877906,ATF1
cg15881119,RBM15
cg15884430,NPM1
cg15887754,BCOR
cg15889391,PAX3
cg15892763,ARHGEF12
cg15895268,ABL2
cg15899032,TRRAP
cg15899426,CRTC1
cg15899692,HSP90AB1
cg15899738,CARD11
cg15903666,PRDM16
cg15909737,MITF
cg15910013,MLLT10
cg15912732,AKT1
cg15917060,MSN
cg15917625,CREB3L1
cg15920379,TCF7L2
cg15923127,KDM6A
cg15924831,PDGFRB
cg15927295,TERT
cg15927865,NFKB2
cg15931943,FHIT
cg15934776,AFF3
cg15937634,BCL7A
cg15944966,FOXO3
cg15946251,KCNJ5
cg15948871,POU5F1
cg15949380,LMNA
cg15954046,LMNA
cg15954335,CCND1
cg15955596,CNOT3
cg15956152,NFE2L2
cg15957959,AKT1
cg15958035,PTPRK
cg15958576,MECOM
cg15958792,HOXD11
cg15958828,FOXP1
cg15961657,PBX1
cg15963344,BCL7A
cg15963563,EBF1
cg15963983,FOXP1
cg15965716,PBX1
cg15970800,FHIT
cg15972516,TRRAP
cg15974867,CCND1
cg15975574,RUNX1T1
cg15975598,CREB3L2
cg15980539,ESR1
cg15984822,CCDC6
cg15986555,FGFR2
cg15990192,ATP1A1
cg15990840,DNMT3A
cg15993083,CCND2
cg15995771,JUN
cg15997411,JAK1
cg15998962,DNMT3A
cg16001384,NDRG1
cg16001993,TRIM27
cg16002864,BCL9
cg16002887,PRDM16
cg16003390,BCL2
cg16005818,CAMTA1
cg16006738,TAL1
cg16008221,PCM1
cg16009633,PREX2
cg16009877,WIF1
cg16010207,PDE4DIP
cg16011907,PRDM16
cg16012041,PDGFRA
cg16012478,TRRAP
cg16012690,CREB3L1
cg16017800,ARID1B
cg16022580,ASPSCR1
cg16024530,FLI1
cg16024933,TBL1XR1
cg16029534,BRCA1
cg16031872,ATR
cg16036305,TRIM33
cg16039157,B2M
cg16045498,NOTCH2
cg16046028,IRF4
cg16046261,ERC1
cg16051228,TERT
cg16051245,TMPRSS2
cg16051421,PML
cg16052044,PDE4DIP
cg16052390,TFG
cg16054451,SPOP
cg16058880,PDE4DIP
cg16059167,PRDM16
cg16059596,ARHGAP26
cg16061301,TRIM27
cg16061561,SUZ12
cg16065186,ERBB2
cg16065473,NTRK3
cg16066237,RUNX1
cg16068812,U2AF1
cg16078836,MAP3K13
cg16079260,FLT4
cg16080746,AFF1
cg16081228,ACVR2A
cg16083202,SND1
cg16084872,TMPRSS2
cg16085695,IDH1
cg16089935,ZNF384
cg16090392,AFF1
cg16092390,MYH9
cg16092786,WT1
cg16094954,BCL3
cg16099107,WIF1
cg16100135,MYC
cg16101739,PRRX1
cg16104915,HOXA9
cg16106770,ARHGEF12
cg16106903,APC
cg16108059,TSHR
cg16110411,TERT
cg16110711,APC
cg16111364,CLIP1
cg16117744,DDX3X
cg16118379,MTOR
cg16120249,PRDM16
cg16120742,IKZF1
cg16122427,CSF3R
cg16124975,ASPSCR1
cg16126178,AKT1
cg16126280,EBF1
cg16126665,BCL11B
cg16127349,PBX1
cg16128122,MTOR
cg16130802,BCL9L
cg16133964,SPEN
cg16135470,CDKN2C
cg16136068,NCOA4
cg16140502,BCL10
cg16140565,FHIT
cg16140784,BCL10
cg16141784,ACVR1
cg16142952,SMARCB1
cg16147336,CDKN2C
cg16150047,PDE4DIP
cg16150661,SND1
cg16153146,BCOR
cg16153267,RB1
cg16155498,SDC4
cg16158077,ARID1B
cg16160550,NR4A3
cg16162350,MECOM
cg16168424,TERT
cg16168570,TBL1XR1
cg16175725,HNF1A
cg16176095,PRDM16
cg16177830,TNFRSF17
cg16178974,RPL22
cg16181859,NCOR2
cg16191024,CDKN1B
cg16192413,STK11
cg16194292,CUX1
cg16195004,GOLGA5
cg16195157,DNAJB1
cg16196850,U2AF1
cg16197186,PPARG
cg16201038,CDX2
cg16203210,CCND3
cg16203607,DDX5
cg16203659,MKL1
cg16204757,MSN
cg16205844,NCOR2
cg16208863,MLLT1
cg16209652,LRP1B
cg16217368,NCOR2
cg16224163,LPP
cg16226658,FLI1
cg16228087,CASC5
cg16229772,HRAS
cg16232842,PML
cg16232979,TPM4
cg16234172,ARHGAP26
cg16236779,NT5C2
cg16243644,STAG2
cg16246188,ZBTB16
cg16248329,FAT1
cg16249827,SMARCA4
cg16250812,JAK1
cg16251130,FAT1
cg16252933,CCDC6
cg16256390,BCL11B
cg16260013,PRDM16
cg16261348,CCNB1IP1
cg16261691,BCL6
cg16262201,PRDM16
cg16262756,TPM3
cg16265140,PRDM16
cg16267979,GATA3
cg16268449,YWHAE
cg16272084,HIP1
cg16273943,WHSC1L1
cg16276850,RARA
cg16277169,TBX3
cg16278077,SLC45A3
cg16278728,SH2B3
cg16278897,LPP
cg16282160,NCOA2
cg16282527,VHL
cg16289421,TPM3
cg16290522,PRDM16
cg16292251,CUX1
cg16293088,NF2
cg16299428,TGFBR2
cg16303918,FEV
cg16309325,LMO1
cg16310045,TCF7L2
cg16310192,ETV6
cg16310717,CCND2
cg16315106,DAXX
cg16315992,DDX5
cg16317459,EBF1
cg16318271,PHOX2B
cg16320427,FOXP1
cg16323330,MSI2
cg16323359,CCND3
cg16325482,CANT1
cg16326402,ACVR1
cg16326743,FGFR4
cg16328540,HSP90AA1
cg16329650,ERBB4
cg16333896,WHSC1
cg16337339,MLLT4
cg16337430,NCOR2
cg16337457,CANT1
cg16337831,TRIM27
cg16347868,PBX1
cg16348158,PRDM16
cg16348358,LCK
cg16349616,EZR
cg16350126,NCOR2
cg16351010,SDHA
cg16352624,AXIN2
cg16353272,TSC2
cg16353899,LMNA
cg16363447,SLC34A2
cg16366656,SMAD2
cg16367085,RUNX1
cg16368442,GRIN2A
cg16370720,FOXO3
cg16371860,TMPRSS2
cg16372810,PRDM16
cg16372869,ZFHX3
cg16373217,VHL
cg16373998,RPL5
cg16374126,RPN1
cg16375820,IL6ST
cg16376036,PAFAH1B2
cg16376048,MYO5A
cg16376234,TOP1
cg16377367,BCL10
cg16377836,MSI2
cg16378117,GRIN2A
cg16380632,CAMTA1
cg16384885,ZBTB16
cg16386396,PRDM16
cg16391646,TRRAP
cg16393928,PRDM16
cg16394305,EBF1
cg16394551,PRDM16
cg16395205,CREBBP
cg16396933,NT5C2
cg16397002,BTK
cg16397028,ZFHX3
cg16397401,PBX1
cg16397714,FLT4
cg16397722,TP53
cg16400150,ETV4
cg16400488,IL6ST
cg16404145,FOXO3
cg16405019,PAX7
cg16406892,TBX3
cg16412629,TRIM33
cg16412914,AXIN1
cg16414762,CAMTA1
cg16416718,CAMTA1
cg16417926,KDM5C
cg16422137,FUS
cg16423638,CREBBP
cg16424182,TSC2
cg16429070,PDGFRB
cg16429735,TERT
cg16430963,WWTR1
cg16431705,BCL10
cg16431713,RPL10
cg16433922,SFRP4
cg16434674,CLIP1
cg16435627,NIN
cg16441550,FLT4
cg16445842,BCL2
cg16449219,NIN
cg16449649,MLF1
cg16451027,APC
cg16452396,PHF6
cg16452866,BCL11B
cg16454902,IL21R
cg16455008,MECOM
cg16455339,ARID1B
cg16458002,SND1
cg16458838,TCF12
cg16463460,WT1
cg16464007,LPP
cg16466652,MLLT1
cg16473610,CBFB
cg16474948,AXIN1
cg16477886,WHSC1L1
cg16478536,IRF4
cg16481008,APC
cg16487573,NCOR2
cg16488565,EGFR
cg16488974,BCL11B
cg16491547,TCF7L2
cg16495448,CARD11
cg16496462,NCOR2
cg16498736,MECOM
cg16499656,IKZF1
cg16499947,FGFR2
cg16500173,ETV5
cg16501028,WT1
cg16507755,RUNX1
cg16509061,TERT
cg16509158,MAML2
cg16510070,IL21R
cg16510530,FOXP1
cg16511708,SS18
cg16514513,COL1A1
cg16515457,TCF12
cg16517579,CTCF
cg16519321,MYOD1
cg16520539,TRIM27
cg16521633,SMARCA4
cg16524139,TCF3
cg16525066,CDH11
cg16527334,CDK6
cg16527491,FOXA1
cg16528597,PDE4DIP
cg16529268,CBLC
cg16530787,MAML2
cg16531222,ETV6
cg16534854,NPM1
cg16535510,TOP1
cg16537306,GAS7
cg16538289,TFEB
cg16545079,PER1
cg16546658,PRDM16
cg16555926,PRDM16
cg16557858,ERBB2
cg16559708,CAMTA1
cg16560077,CREBBP
cg16561155,HIP1
cg16563171,PAX3
cg16563255,ZFHX3
cg16565386,CUX1
cg16570995,PIM1
cg16574643,TERT
cg16578453,TRIM27
cg16581536,FOXA1
cg16582836,CAMTA1
cg16582978,NPM1
cg16583315,MAX
cg16584577,NCOA1
cg16584662,PML
cg16586406,TPM3
cg16586807,CARD11
cg16589260,EGFR
cg16590691,TRIP11
cg16591228,CD74
cg16594957,CREBBP
cg16595246,MSH6
cg16595750,FGFR2
cg16599526,MAP3K1
cg16600934,AKT1
cg16601415,DNM2
cg16601904,STK11
cg16602504,FBXO11
cg16609818,ETV4
cg16613176,VHL
cg16613750,MSN
cg16616259,MKL1
cg16618003,JAK1
cg16618141,CLIP1
cg16619995,CBFA2T3
cg16620233,CACNA1D
cg16623153,CRTC1
cg16623836,NRG1
cg16624984,HMGA2
cg16625770,FGFR1
cg16626194,IKZF1
cg16626387,PTCH1
cg16627395,MLF1
cg16629179,COL1A1
cg16630989,ZFHX3
cg16632575,YWHAE
cg16632661,BCL3
cg16632715,HOXD11
cg16633848,PICALM
cg16637619,MALT1
cg16638748,NCOR2
cg16639691,FLT3
cg16641411,CREB1
cg16642281,LEF1
cg16643840,IRF4
cg16645584,JUN
cg16646261,CCDC6
cg16648952,PRDM1
cg16651606,ZFHX3
cg16652920,CAMTA1
cg16653991,FGFR2
cg16654771,EZR
cg16655375,ETV5
cg16655390,MITF
cg16660359,CREBBP
cg16661269,PAX3
cg16663341,SETBP1
cg16664523,PIK3R1
cg16668394,MEN1
cg16669395,GRIN2A
cg16669541,TFG
cg16670155,ELL
cg16671301,TERT
cg16671674,LRP1B
cg16673477,CRTC1
cg16674492,GATA2
cg16675708,CXCR4
cg16679837,AR
cg16681031,RNF213
cg16682454,GAS7
cg16682663,CDC73
cg16682903,ACVR1
cg16684661,HEY1
cg16686396,PRDM16
cg16694524,FUBP1
cg16694785,PRDM16
cg16696317,TCL1A
cg16697214,IKZF1
cg16697896,FOXP1
cg16698551,ABI1
cg16699354,ALK
cg16701003,CBFA2T3
cg16701767,ARID1A
cg16701893,PBX1
cg16703008,ALK
cg16705273,SETBP1
cg16705383,BIRC3
cg16706240,NCOR2
cg16710099,PRDM16
cg16711522,MYO5A
cg16711866,CSF3R
cg16713265,POU5F1
cg16713625,NCOR2
cg16713743,OLIG2
cg16718445,PDGFRA
cg16719194,ARID1B
cg16723189,TRIM27
cg16725191,BRCA2
cg16725944,POLE
cg16732939,PLAG1
cg16733756,MYH11
cg16734258,CRTC1
cg16734451,NRG1
cg16735667,AR
cg16737409,GNAS
cg16739895,CDH1
cg16740744,CCNE1
cg16742075,HLA-A
cg16743310,TOP1
cg16744438,DDX6
cg16750953,TERT
cg16751451,EGFR
cg16754082,TRIM27
cg16757423,ARHGEF12
cg16760168,AXIN1
cg16761752,RARA
cg16762534,RABEP1
cg16764781,TP63
cg16768966,GAS7
cg16774528,NIN
cg16777028,GPHN
cg16778107,AXIN1
cg16778811,LASP1
cg16781907,COL1A1
cg16783478,GRIN2A
cg16784970,TSC2
cg16790466,SALL4
cg16790794,NKX2-1
cg16792002,MAML2
cg16792969,CBFA2T3
cg16794682,CCND1
cg16795564,CREB3L1
cg16802801,BCOR
cg16804020,KLF6
cg16805994,ETV1
cg16806041,FHIT
cg16813459,TFG
cg16814786,NCOA4
cg16824069,KDM5C
cg16825133,FSTL3
cg16827534,PPARG
cg16829042,CUX1
cg16829154,NOTCH1
cg16834708,KRAS
cg16836028,MYH9
cg16836589,CCNE1
cg16837326,BIRC3
cg16838723,PDGFRA
cg16842053,CARD11
cg16842060,NFE2L2
cg16844989,MAFB
cg16845394,RSPO2
cg16846503,CUX1
cg16849562,POLE
cg16856286,HOXC13
cg16863190,MLH1
cg16863783,IDH1
cg16869108,VHL
cg16871520,BAP1
cg16874579,BCL11A
cg16878595,NCOR2
cg16884658,BCL11A
cg16893488,NCOA2
cg16894746,ELK4
cg16896647,SYK
cg16899179,NCOA2
cg16901670,FGFR1OP
cg16904580,PRDM16
cg16904585,GRIN2A
cg16905255,BCL11A
cg16905265,IKZF1
cg16905280,MITF
cg16905907,RUNX1T1
cg16911228,CDKN2C
cg16913789,HOXA9
cg16915803,LPP
cg16919093,BRCA1
cg16922466,DAXX
cg16926445,PRDM16
cg16926526,ASXL1
cg16934981,LZTR1
cg16935258,ATIC
cg16936846,FLT3
cg16940399,PTPRK
cg16949623,FAT1
cg16951074,BCL11A
cg16956232,SND1
cg16956999,POLE
cg16958351,SALL4
cg16959626,TRIM27
cg16961623,FAT1
cg16962191,ERG
cg16962412,WHSC1
cg16965605,HMGA2
cg16969182,CCND1
cg16969623,ZNF331
cg16970232,APC
cg16971827,CBL
cg16971831,MAP3K1
cg16976034,CUX1
cg16976547,FES
cg16978168,EZR
cg16978914,PAX3
cg16979981,FBXO11
cg16982435,TRRAP
cg16983110,PTPRK
cg16983282,GAS7
cg16984969,RAP1GDS1
cg16985320,RB1
cg16986238,MSN
cg16986494,FHIT
cg16987556,FIP1L1
cg16988129,CCND3
cg16993684,GNAS
cg16993754,CARD11
cg16994506,CCND2
cg16999122,TRRAP
cg17001566,PRDM16
cg17002316,PRCC
